transcript	transcript_Chr	transcript_start	transcript_end	WormBaseGeneID	GeneName	biotype	narrow_h2	mapping	eQTL_Thresholds	eQTL_Chr	eQTL_peak	log10p	var_exp	HyperDivergent	eQTL_start	eQTL_end	eQTL_classification	cM	deQTL_count	Merged_hotspots_cM	Hotspot	Hotspot_threshold	merged_Hotspot_QTL_count
C08F1.4a.2	II	1775800	1778542	WBGene00015608	math-3	mRNA	0.444298091865452	LOCO	5.81	II	2112991	6.20453710560962	0.566151975950634	Yes	608272	2562204	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C08F1.4b.1	II	1776310	1778292	WBGene00015608	math-3	mRNA	0.418778618759176	LOCO	5.81	II	2112991	10.136346488068	0.718803075121474	Yes	6877	2787728	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F36H5.14.2	II	1775534	1776146	WBGene00219271	F36H5.14	mRNA	0.508706284638918	LOCO	5.81	II	2112991	11.3108066128368	0.759541223452204	Yes	6877	3077041	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F19B2.6.1	V	20158523	20161647	WBGene00008945	F19B2.6	mRNA	0.653038760919647	LOCO	5.81	V	19567807	17.8472409154073	0.672225319430322	No	17977619	20921686	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y113G7A.11.1	V	20128287	20133263	WBGene00013748	ssu-1	mRNA	0.190432896676301	LOCO	5.81	V	20480993	7.00231879740812	0.219334754871944	No	18815292	20921686	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y113G7A.22.1	V	20134606	20135347	WBGene00206510	Y113G7A.22	mRNA	0.978531870991263	LOCO	5.81	V	20204109	33.4605073791368	0.970753812231052	Yes	17792389	20921686	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C14A6.6.1	V	18165288	18167261	WBGene00007570	C14A6.6	mRNA	0.321157822569078	LOCO	5.81	V	18390395	8.66348223067461	0.285046828176107	No	17722735	19569029	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C14A6.8.1	V	18169043	18171668	WBGene00007572	C14A6.8	mRNA	0.223718058764636	LOCO	5.81	V	18083333	10.7155737783294	0.324452596339687	No	17005798	19046915	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C31G12.4a.1	V	18172455	18178759	WBGene00007853	C31G12.4	mRNA	0.166704986317643	LOCO	5.81	V	18111345	6.06957926584921	0.176896444464461	No	17778277	18658172	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C31G12.4b.1	V	18172484	18178132	WBGene00007853	C31G12.4	mRNA	0.162835882731737	LOCO	5.81	V	18349454	8.31094966298872	0.257895705734084	No	17744972	18870272	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F35F10.12.1	V	3313328	3315241	WBGene00018061	arrd-19	mRNA	0.188111505011188	LOCO	5.81	V	2898036	6.1321314022559	0.168523202530644	No	2036618	5070277	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F47F6.5.1	II	1255937	1258375	WBGene00018575	clec-119	mRNA	0.266685989511705	LOCO	5.81	II	1357875	8.44715056154137	0.251081039790754	No	626515	2659384	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F47F6.9a.1	II	1258934	1263049	WBGene00023410	clpr-2	mRNA	0.118810558016038	LOCO	5.81	II	1203291	20.8391744557229	0.558127605460764	No	528803	2669527	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F56D12.1b.1	II	1306245	1309753	WBGene00000112	alh-6	mRNA	0	LOCO	5.81	II	1325844	7.11300082760969	0.172547439494357	No	576668	2199531	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y57G7A.8	II	1290700	1292028	WBGene00021971	Y57G7A.8	pseudogenic_transcript	0.846711463204817	LOCO	5.81	V	2037183	23.2420151877776	0.635538540210126	No	1831	4468283	Distant eQTL	4	2	NotAvailable	No	8	NotAvailable
T28A11.2.1	V	3280379	3281167	WBGene00020869	T28A11.2	mRNA	0.173615443714861	LOCO	5.81	II	908575	7.24490528892122	0.216742873919021	Yes	254609	2485869	Distant eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T28A11.2.1	V	3280379	3281167	WBGene00020869	T28A11.2	mRNA	0.173615443714861	LOCO	5.81	III	11897326	8.76894604266821	0.232314375561111	No	11672191	12121579	Distant eQTL	41	8	41	Yes	8	8
T28A11.21.1	V	3276956	3278151	WBGene00020883	fbxa-64	mRNA	0.0680960748294208	LOCO	5.81	III	11897326	7.20462614371391	0.184291551256246	No	11672191	12121579	Distant eQTL	41	8	41	Yes	8	8
F26F2.1.1	V	20559162	20561895	WBGene00009166	F26F2.1	mRNA	0.245871788711869	LOCO	5.81	V	20196106	7.27122268303503	0.254181496576449	Yes	18427445	20899078	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F46B3.18.1	V	20605105	20606447	WBGene00050892	ttr-57	mRNA	0.448896550760768	LOCO	5.81	V	20014990	10.0068376597817	0.249327718591155	No	18387459	20899078	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F46B3.3a.1	V	20603317	20604417	WBGene00009758	ttr-11	mRNA	0.651635655591809	LOCO	5.81	V	20615887	21.1696160175626	0.616426343611296	Yes	18374221	20899078	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y38H6C.20.1	V	20547235	20551196	WBGene00012632	Y38H6C.20	mRNA	0.118953004487427	LOCO	5.81	I	12773564	6.60524021949939	0.153391463437232	No	12107731	13396478	Distant eQTL	36	10	36	Yes	8	10
C30H6.5a.1	IV	17371769	17375703	WBGene00007823	C30H6.5	mRNA	0.0789210648047384	LOCO	5.81	IV	3601201	6.21939757315289	0.182379329597985	No	3372773	4029364	Distant eQTL	24.5	15	24.5	Yes	8	15
F11E6.7.1	IV	17457831	17461272	WBGene00008710	rif-1.1	mRNA	0.140329331557638	LOCO	5.81	I	1653702	6.08332027701575	0.167348049573417	No	1149835	1916420	Distant eQTL	8.5	10	8.5	Yes	8	10
T02D1.8.1	IV	17386763	17387492	WBGene00011374	T02D1.8	mRNA	0.196585148765415	LOCO	5.81	I	1653702	6.87077429053441	0.199612834688608	No	1149835	1916420	Distant eQTL	8.5	10	8.5	Yes	8	10
F53G2.2.1	II	2481921	2483913	WBGene00018767	F53G2.2	mRNA	0.0671834993479208	LOCO	5.81	II	2762332	5.94196516855961	0.137351405920216	No	2560366	2976737	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C30H6.1b.1	IV	17351940	17357895	WBGene00007820	clec-199	mRNA	0.211208683214935	LOCO	5.81	IV	16652234	12.3241208843794	0.360984249643097	No	13055128	17489193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C30H6.1c.1	IV	17351940	17357895	WBGene00007820	clec-199	mRNA	0.402080736767583	LOCO	5.81	IV	16459758	9.22533051055898	0.346226753727625	No	14018325	17489193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C30H6.1d.1	IV	17351940	17357895	WBGene00007820	clec-199	mRNA	0.392578238199386	LOCO	5.81	IV	16652234	17.5554134551204	0.550427950223637	No	12199229	17489193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C30H6.1g.1	IV	17351940	17357895	WBGene00007820	clec-199	mRNA	0.21179582722484	LOCO	5.81	I	3261566	7.33031129194379	0.169428915685176	No	2786569	4884561	Distant eQTL	18	1	NotAvailable	No	8	NotAvailable
C30H6.1g.1	IV	17351940	17357895	WBGene00007820	clec-199	mRNA	0.21179582722484	LOCO	5.81	III	8268161	6.75418392557255	0.193883450468096	No	7641960	8878777	Distant eQTL	27	24	27_27.5	Yes	8	40
C49C3.4c.1	IV	17323851	17328633	WBGene00008194	C49C3.4	mRNA	0.229768683752912	LOCO	5.81	I	1471432	6.00106793921438	0.147093174064757	No	984961	1780496	Distant eQTL	7.5	10	7.5	Yes	8	10
C49C3.8a.1	IV	17335203	17336685	WBGene00008198	C49C3.8	mRNA	0.0634098414535132	LOCO	5.81	IV	16221134	7.19125509891114	0.177311813216345	No	15701039	17489193	Distant eQTL	42	109	41.5_42_42.5	Yes	8	150
F26D10.10.1	IV	17272231	17273652	WBGene00001606	gln-5	mRNA	0.125668654009731	LOCO	5.81	I	1653702	6.67809309600463	0.175115970383428	No	1166365	1904551	Distant eQTL	8.5	10	8.5	Yes	8	10
T28F3.3.1	IV	17285733	17287454	WBGene00044067	zipt-7.1	mRNA	0.40670453074681	LOCO	5.81	X	12220464	5.86489916623428	0.158743827866731	No	11355987	12738101	Distant eQTL	28.5	19	28.5	Yes	8	19
T28F3.5a.1	IV	17294789	17300488	WBGene00012131	T28F3.5	mRNA	0.718566975151893	LOCO	5.81	IV	16429430	21.2576464947207	0.508843414473009	No	15339553	17489193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T28F3.5b.1	IV	17294791	17300864	WBGene00012131	T28F3.5	mRNA	0.5576658829938	LOCO	5.81	IV	17232500	14.7202007805095	0.421346891192861	No	15390686	17489193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T20B3.15.1	V	16843241	16844851	WBGene00044331	clec-25	mRNA	0.187697958636028	LOCO	5.81	V	16857042	9.32898738501609	0.239551480787616	Yes	16310341	18407440	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T20B3.8	V	16841459	16842863	WBGene00011851	clec-23	pseudogenic_transcript	0.903332201660736	LOCO	5.81	V	16817219	23.5425707922515	0.666462250583012	No	15531606	19607287	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T03E6.8.1	V	16600842	16603202	WBGene00011397	T03E6.8	mRNA	0.672073083739181	LOCO	5.81	V	16666549	18.4665368096405	0.521179845919441	No	13622608	18612029	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y32B12C.5	V	16603529	16610952	WBGene00194769	Y32B12C.5	pseudogenic_transcript	0.543627635042205	LOCO	5.81	V	16608048	15.974526185386	0.414083196250662	Yes	13622608	18612029	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T12B5.5.1	III	938869	939437	WBGene00020452	fbxa-22	mRNA	0.420183750961141	LOCO	5.81	III	911863	16.714744326601	0.485442308511266	No	12249	2450501	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T12B5.7.1	III	937455	938061	WBGene00020454	fbxa-56	mRNA	0.879143243504451	LOCO	5.81	III	908902	17.4949260298653	0.44335640886643	No	12249	2379683	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T12B5.8.1	III	939941	943476	WBGene00020455	fbxa-59	mRNA	0.719635249811046	LOCO	5.81	III	979459	14.5120729719058	0.409963417590883	Yes	12249	2340339	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T12B5.8.2	III	939945	943476	WBGene00020455	fbxa-59	mRNA	0.507168539871285	LOCO	5.81	III	998862	16.2123001273082	0.409632717270958	Yes	12249	2245975	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
C29F9.3c.1	III	124791	126519	WBGene00016218	pals-23	mRNA	0.0907889392779635	LOCO	5.81	III	11531435	6.93542970775597	0.158819616207485	No	10886818	11799377	Distant eQTL	38.5	2	NotAvailable	No	8	NotAvailable
T17A3.4.1	III	142093	143221	WBGene00020542	fbxb-82	mRNA	0.243935690724223	LOCO	5.81	V	14065676	6.46720614148546	0.154583881456629	No	13230491	15098297	Distant eQTL	26.5	8	26_26.5	Yes	8	17
H16D19.3.1	I	12638685	12640622	WBGene00010401	H16D19.3	mRNA	0.405313308669523	LOCO	5.81	I	12698217	18.9156775814986	0.462180047053089	No	9377462	14811299	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
H16D19.4	I	12641603	12642187	WBGene00010402	H16D19.4	pseudogenic_transcript	0.668973819088393	LOCO	5.81	I	12612617	20.9628923673321	0.47786263924432	No	3416900	14003167	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
H16D19.5	I	12643008	12644321	WBGene00195253	H16D19.5	pseudogenic_transcript	0.798096126437162	LOCO	5.81	I	12698217	26.7308047205852	0.715179400605498	No	3331481	14796721	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
H16D19.6	I	12642403	12642900	WBGene00195254	H16D19.6	pseudogenic_transcript	0.69848364714413	LOCO	5.81	I	12698217	23.0168827173513	0.600798731569332	No	3331481	14876785	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
H16D19.7	I	12640720	12641501	WBGene00195255	H16D19.7	pseudogenic_transcript	0.546570942752258	LOCO	5.81	I	12612617	16.4165835663788	0.363065134161505	No	3552248	14003167	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T07D10.3.1	I	12626674	12629082	WBGene00011583	T07D10.3	mRNA	0.792014173828569	LOCO	5.81	I	12490467	23.4056660225502	0.578139870432342	No	3416900	14933928	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T25E12.4a.1	V	16747622	16788441	WBGene00012019	dkf-2	mRNA	0.32782978378017	LOCO	5.81	V	16777102	6.54782854821226	0.179385142556115	Yes	16492684	17659429	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
T25E12.4f.1	V	16747622	16787973	WBGene00012019	dkf-2	mRNA	0.498236269897905	LOCO	5.81	V	16744589	7.74338566978247	0.485840621731983	Yes	16434531	17952436	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R11G11.12a.1	V	517801	519545	WBGene00020015	nhr-210	mRNA	0.416532735322275	LOCO	5.81	V	519978	16.1190412861811	0.393211219777493	Yes	1191	2900329	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
Y39D8A.1a.1	V	418732	421840	WBGene00021448	Y39D8A.1	mRNA	0.214698103025131	LOCO	5.81	I	3110638	6.72466560657423	0.190720532511	No	2587205	4375134	Distant eQTL	17.5	6	NotAvailable	No	8	NotAvailable
Y39D8A.1a.1	V	418732	421840	WBGene00021448	Y39D8A.1	mRNA	0.214698103025131	LOCO	5.81	X	13428756	6.62213302591308	0.196868781030238	No	13059241	13737080	Distant eQTL	33.5	5	NotAvailable	No	8	NotAvailable
ZK6.10a.1	V	411782	414759	WBGene00022644	dod-19	mRNA	0.514308223333791	LOCO	5.81	V	292088	9.22690356364111	0.356000062280261	No	1191	1686367	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
ZK6.10a.1	V	411782	414759	WBGene00022644	dod-19	mRNA	0.514308223333791	LOCO	5.81	X	7334123	7.5098054634685	0.352191062854668	No	6450500	7958534	Distant eQTL	19.5	13	19.5	Yes	8	13
ZK6.10b.1	V	411914	413092	WBGene00022644	dod-19	mRNA	0.246731657195593	LOCO	5.81	V	747394	6.64362990479184	0.213238076387345	Yes	1191	1686367	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
ZK6.11a.1	V	415870	417706	WBGene00022645	ZK6.11	mRNA	0.967482131949949	LOCO	5.81	V	599963	32.0302938783412	0.846166834269561	Yes	1191	3884725	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
ZK6.11b.1	V	415874	417666	WBGene00022645	ZK6.11	mRNA	0.129743940611841	LOCO	5.81	V	599963	7.2805941268577	0.210306646911933	Yes	1191	1722201	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
ZK6.11b.1	V	415874	417666	WBGene00022645	ZK6.11	mRNA	0.129743940611841	LOCO	5.81	V	18354184	6.02303135146369	0.134732473158096	No	17839483	19228052	Distant eQTL	36.5	4	NotAvailable	No	8	NotAvailable
ZK6.3.1	V	400021	401602	WBGene00022638	scl-27	mRNA	0.230103847219342	LOCO	5.81	X	12623986	9.52431573946315	0.312289104033584	No	11107068	13225476	Distant eQTL	28.5	19	28.5	Yes	8	19
F31F4.7.1	V	647188	649763	WBGene00017959	ugt-42	mRNA	0.0566660797416026	LOCO	5.81	V	20055760	6.35215559268816	0.131479658570269	No	19516814	20912277	Distant eQTL	45	21	44.5_45_45.5	Yes	8	74
F48G7.10.1	V	633901	634955	WBGene00018621	F48G7.10	mRNA	0.289239685737296	LOCO	5.81	V	732641	12.1777253222688	0.290769382026382	Yes	1714	4131960	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F48G7.13.1	V	615575	617166	WBGene00018624	F48G7.13	mRNA	0.384215059256818	LOCO	5.81	V	74471	8.25070825233516	0.164677547780052	No	1714	2045556	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F48G7.3a	V	632155	633891	WBGene00003673	nhr-83	pseudogenic_transcript	0.391287371652396	LOCO	5.81	V	884833	14.8440387857132	0.37049260727487	No	1714	1614064	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
F48G7.4.1	V	619453	621674	WBGene00018615	F48G7.4	mRNA	0.391722822058494	LOCO	5.81	V	611941	9.49337592498836	0.28911874724174	Yes	1714	3884725	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
