ens_gene	strain	covered_length	Chr	start	end	ext_gene	perc
WBGene00000208	ECA2367	9489	II	15039404	15048904	trip-4	99.8842105263158
WBGene00000208	ECA2377	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2417	9341	II	15039404	15048904	trip-4	98.3263157894737
WBGene00000208	ECA2437	9499	II	15039404	15048904	trip-4	99.9894736842105
WBGene00000208	ECA243	9275	II	15039404	15048904	trip-4	97.6315789473684
WBGene00000208	ECA2443	9296	II	15039404	15048904	trip-4	97.8526315789474
WBGene00000208	ECA2452	9451	II	15039404	15048904	trip-4	99.4842105263158
WBGene00000208	ECA2467	9483	II	15039404	15048904	trip-4	99.821052631579
WBGene00000208	ECA246	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2473	9344	II	15039404	15048904	trip-4	98.3578947368421
WBGene00000208	ECA2475	9341	II	15039404	15048904	trip-4	98.3263157894737
WBGene00000208	ECA2481	9492	II	15039404	15048904	trip-4	99.9157894736842
WBGene00000208	ECA2482	9336	II	15039404	15048904	trip-4	98.2736842105263
WBGene00000208	ECA2489	9341	II	15039404	15048904	trip-4	98.3263157894737
WBGene00000208	ECA248	9261	II	15039404	15048904	trip-4	97.4842105263158
WBGene00000208	ECA250	8823	II	15039404	15048904	trip-4	92.8736842105263
WBGene00000208	ECA251	9474	II	15039404	15048904	trip-4	99.7263157894737
WBGene00000208	ECA2522	9459	II	15039404	15048904	trip-4	99.5684210526316
WBGene00000208	ECA2523	9472	II	15039404	15048904	trip-4	99.7052631578947
WBGene00000208	ECA2527	9366	II	15039404	15048904	trip-4	98.5894736842105
WBGene00000208	ECA2529	9490	II	15039404	15048904	trip-4	99.8947368421053
WBGene00000208	ECA2533	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	ECA2536	9484	II	15039404	15048904	trip-4	99.8315789473684
WBGene00000208	ECA2546	9492	II	15039404	15048904	trip-4	99.9157894736842
WBGene00000208	ECA2549	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2551	9437	II	15039404	15048904	trip-4	99.3368421052632
WBGene00000208	ECA2554	9473	II	15039404	15048904	trip-4	99.7157894736842
WBGene00000208	ECA2555	9417	II	15039404	15048904	trip-4	99.1263157894737
WBGene00000208	ECA2559	9474	II	15039404	15048904	trip-4	99.7263157894737
WBGene00000208	ECA2560	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2561	9475	II	15039404	15048904	trip-4	99.7368421052632
WBGene00000208	ECA2565	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA2568	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	ECA2581	9467	II	15039404	15048904	trip-4	99.6526315789474
WBGene00000208	ECA2583	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA2584	9494	II	15039404	15048904	trip-4	99.9368421052632
WBGene00000208	ECA2594	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2595	9399	II	15039404	15048904	trip-4	98.9368421052632
WBGene00000208	ECA259	8982	II	15039404	15048904	trip-4	94.5473684210526
WBGene00000208	ECA2601	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA2602	9467	II	15039404	15048904	trip-4	99.6526315789474
WBGene00000208	ECA2603	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2607	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA2609	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	ECA2612	9483	II	15039404	15048904	trip-4	99.821052631579
WBGene00000208	ECA2615	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA2641	9499	II	15039404	15048904	trip-4	99.9894736842105
WBGene00000208	ECA2648	9487	II	15039404	15048904	trip-4	99.8631578947368
WBGene00000208	ECA2656	9492	II	15039404	15048904	trip-4	99.9157894736842
WBGene00000208	ECA2659	9458	II	15039404	15048904	trip-4	99.5578947368421
WBGene00000208	ECA2660	9474	II	15039404	15048904	trip-4	99.7263157894737
WBGene00000208	ECA2672	9475	II	15039404	15048904	trip-4	99.7368421052632
WBGene00000208	ECA2676	9480	II	15039404	15048904	trip-4	99.7894736842105
WBGene00000208	ECA347	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA348	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA349	9494	II	15039404	15048904	trip-4	99.9368421052632
WBGene00000208	ECA363	9489	II	15039404	15048904	trip-4	99.8842105263158
WBGene00000208	ECA369	9301	II	15039404	15048904	trip-4	97.9052631578947
WBGene00000208	ECA36	9488	II	15039404	15048904	trip-4	99.8736842105263
WBGene00000208	ECA372	9461	II	15039404	15048904	trip-4	99.5894736842105
WBGene00000208	ECA396	9355	II	15039404	15048904	trip-4	98.4736842105263
WBGene00000208	ECA592	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA593	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA594	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA640	9488	II	15039404	15048904	trip-4	99.8736842105263
WBGene00000208	ECA701	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA703	9340	II	15039404	15048904	trip-4	98.3157894736842
WBGene00000208	ECA705	9341	II	15039404	15048904	trip-4	98.3263157894737
WBGene00000208	ECA706	9341	II	15039404	15048904	trip-4	98.3263157894737
WBGene00000208	ECA710	9497	II	15039404	15048904	trip-4	99.9684210526316
WBGene00000208	ECA712	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA722	9346	II	15039404	15048904	trip-4	98.378947368421
WBGene00000208	ECA723	9340	II	15039404	15048904	trip-4	98.3157894736842
WBGene00000208	ECA724	8738	II	15039404	15048904	trip-4	91.978947368421
WBGene00000208	ECA730	9339	II	15039404	15048904	trip-4	98.3052631578947
WBGene00000208	ECA732	9483	II	15039404	15048904	trip-4	99.821052631579
WBGene00000208	ECA733	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA738	9499	II	15039404	15048904	trip-4	99.9894736842105
WBGene00000208	ECA740	9478	II	15039404	15048904	trip-4	99.7684210526316
WBGene00000208	ECA741	9474	II	15039404	15048904	trip-4	99.7263157894737
WBGene00000208	ECA742	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA743	9339	II	15039404	15048904	trip-4	98.3052631578947
WBGene00000208	ECA744	9335	II	15039404	15048904	trip-4	98.2631578947368
WBGene00000208	ECA745	8585	II	15039404	15048904	trip-4	90.3684210526316
WBGene00000208	ECA746	9338	II	15039404	15048904	trip-4	98.2947368421053
WBGene00000208	ECA760	9500	II	15039404	15048904	trip-4	100
WBGene00000208	ECA768	9491	II	15039404	15048904	trip-4	99.9052631578947
WBGene00000208	ECA777	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ECA778	9498	II	15039404	15048904	trip-4	99.978947368421
WBGene00000208	ECA807	9490	II	15039404	15048904	trip-4	99.8947368421053
WBGene00000208	ECA812	9440	II	15039404	15048904	trip-4	99.3684210526316
WBGene00000208	ECA923	9391	II	15039404	15048904	trip-4	98.8526315789474
WBGene00000208	ECA928	9156	II	15039404	15048904	trip-4	96.378947368421
WBGene00000208	ECA930	9259	II	15039404	15048904	trip-4	97.4631578947368
WBGene00000208	ED3005	9410	II	15039404	15048904	trip-4	99.0526315789474
WBGene00000208	ED3011	8863	II	15039404	15048904	trip-4	93.2947368421053
WBGene00000208	ED3012	8666	II	15039404	15048904	trip-4	91.2210526315789
WBGene00000208	ED3017	9342	II	15039404	15048904	trip-4	98.3368421052632
WBGene00000208	ED3040	9431	II	15039404	15048904	trip-4	99.2736842105263
WBGene00000208	ED3046	9452	II	15039404	15048904	trip-4	99.4947368421053
WBGene00000208	ED3048	9359	II	15039404	15048904	trip-4	98.5157894736842
WBGene00000208	ED3049	8742	II	15039404	15048904	trip-4	92.021052631579
WBGene00000208	ED3052	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	ED3073	9181	II	15039404	15048904	trip-4	96.6421052631579
WBGene00000208	ED3077	9485	II	15039404	15048904	trip-4	99.8421052631579
WBGene00000208	EG4347	9026	II	15039404	15048904	trip-4	95.0105263157895
WBGene00000208	EG4349	9442	II	15039404	15048904	trip-4	99.3894736842105
WBGene00000208	EG4724	9225	II	15039404	15048904	trip-4	97.1052631578947
WBGene00000208	EG4725	9481	II	15039404	15048904	trip-4	99.8
WBGene00000208	EG4946	9009	II	15039404	15048904	trip-4	94.8315789473684
WBGene00000208	GXW1	9320	II	15039404	15048904	trip-4	98.1052631578947
WBGene00000208	JR4305	9481	II	15039404	15048904	trip-4	99.8
WBGene00000208	JT11398	9499	II	15039404	15048904	trip-4	99.9894736842105
WBGene00000208	JU1088	9040	II	15039404	15048904	trip-4	95.1578947368421
WBGene00000208	JU1172	9500	II	15039404	15048904	trip-4	100
WBGene00000208	JU1200	8848	II	15039404	15048904	trip-4	93.1368421052632
WBGene00000208	JU1212	8890	II	15039404	15048904	trip-4	93.578947368421
WBGene00000208	JU1213	8972	II	15039404	15048904	trip-4	94.4421052631579
WBGene00000208	JU1242	9307	II	15039404	15048904	trip-4	97.9684210526316
WBGene00000208	JU1246	9119	II	15039404	15048904	trip-4	95.9894736842105
WBGene00000208	JU1249	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1395	8812	II	15039404	15048904	trip-4	92.7578947368421
WBGene00000208	JU1400	9443	II	15039404	15048904	trip-4	99.4
WBGene00000208	JU1409	9363	II	15039404	15048904	trip-4	98.5578947368421
WBGene00000208	JU1440	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1491	9280	II	15039404	15048904	trip-4	97.6842105263158
WBGene00000208	JU1530	8716	II	15039404	15048904	trip-4	91.7473684210526
WBGene00000208	JU1543	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1568	9320	II	15039404	15048904	trip-4	98.1052631578947
WBGene00000208	JU1581	9264	II	15039404	15048904	trip-4	97.5157894736842
WBGene00000208	JU1586	9162	II	15039404	15048904	trip-4	96.4421052631579
WBGene00000208	JU1652	8829	II	15039404	15048904	trip-4	92.9368421052632
WBGene00000208	JU1666	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1792	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1793	9476	II	15039404	15048904	trip-4	99.7473684210526
WBGene00000208	JU1808	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU1896	9375	II	15039404	15048904	trip-4	98.6842105263158
WBGene00000208	JU1934	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2001	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2007	9495	II	15039404	15048904	trip-4	99.9473684210526
WBGene00000208	JU2016	9475	II	15039404	15048904	trip-4	99.7368421052632
WBGene00000208	JU2017	9485	II	15039404	15048904	trip-4	99.8421052631579
WBGene00000208	JU2106	9491	II	15039404	15048904	trip-4	99.9052631578947
WBGene00000208	JU2131	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2141	9492	II	15039404	15048904	trip-4	99.9157894736842
WBGene00000208	JU2234	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2250	9458	II	15039404	15048904	trip-4	99.5578947368421
WBGene00000208	JU2257	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2316	9484	II	15039404	15048904	trip-4	99.8315789473684
WBGene00000208	JU2464	9257	II	15039404	15048904	trip-4	97.4421052631579
WBGene00000208	JU2466	9496	II	15039404	15048904	trip-4	99.9578947368421
WBGene00000208	JU2478	9456	II	15039404	15048904	trip-4	99.5368421052632
WBGene00000208	JU2513	9417	II	15039404	15048904	trip-4	99.1263157894737
WBGene00000208	JU2519	9473	II	15039404	15048904	trip-4	99.7157894736842
WBGene00000208	JU2522	9470	II	15039404	15048904	trip-4	99.6842105263158
WBGene00000208	JU2526	9476	II	15039404	15048904	trip-4	99.7473684210526
WBGene00000208	JU2534	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2565	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2566	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2570	9480	II	15039404	15048904	trip-4	99.7894736842105
WBGene00000208	JU2572	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2575	9453	II	15039404	15048904	trip-4	99.5052631578947
WBGene00000208	JU2576	9455	II	15039404	15048904	trip-4	99.5263157894737
WBGene00000208	JU2578	9495	II	15039404	15048904	trip-4	99.9473684210526
WBGene00000208	JU2581	9498	II	15039404	15048904	trip-4	99.978947368421
WBGene00000208	JU2586	9485	II	15039404	15048904	trip-4	99.8421052631579
WBGene00000208	JU2587	9470	II	15039404	15048904	trip-4	99.6842105263158
WBGene00000208	JU258	9073	II	15039404	15048904	trip-4	95.5052631578947
WBGene00000208	JU2592	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2593	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2600	9479	II	15039404	15048904	trip-4	99.7789473684211
WBGene00000208	JU2610	9467	II	15039404	15048904	trip-4	99.6526315789474
WBGene00000208	JU2619	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2800	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2811	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2825	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2829	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2838	9486	II	15039404	15048904	trip-4	99.8526315789474
WBGene00000208	JU2841	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2853	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2862	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2866	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2878	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2879	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU2906	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	JU2907	9497	II	15039404	15048904	trip-4	99.9684210526316
WBGene00000208	JU310	9425	II	15039404	15048904	trip-4	99.2105263157895
WBGene00000208	JU311	9285	II	15039404	15048904	trip-4	97.7368421052632
WBGene00000208	JU3125	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3127	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3128	9328	II	15039404	15048904	trip-4	98.1894736842105
WBGene00000208	JU3132	9471	II	15039404	15048904	trip-4	99.6947368421053
WBGene00000208	JU3134	9484	II	15039404	15048904	trip-4	99.8315789473684
WBGene00000208	JU3135	9248	II	15039404	15048904	trip-4	97.3473684210526
WBGene00000208	JU3137	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	JU3140	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3141	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3144	9329	II	15039404	15048904	trip-4	98.2
WBGene00000208	JU3166	9477	II	15039404	15048904	trip-4	99.7578947368421
WBGene00000208	JU3167	9491	II	15039404	15048904	trip-4	99.9052631578947
WBGene00000208	JU3169	9485	II	15039404	15048904	trip-4	99.8421052631579
WBGene00000208	JU3224	9467	II	15039404	15048904	trip-4	99.6526315789474
WBGene00000208	JU3225	9307	II	15039404	15048904	trip-4	97.9684210526316
WBGene00000208	JU3226	9366	II	15039404	15048904	trip-4	98.5894736842105
WBGene00000208	JU3228	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU323	9394	II	15039404	15048904	trip-4	98.8842105263158
WBGene00000208	JU3280	9473	II	15039404	15048904	trip-4	99.7157894736842
WBGene00000208	JU3282	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3291	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU3318	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU346	9089	II	15039404	15048904	trip-4	95.6736842105263
WBGene00000208	JU360	9328	II	15039404	15048904	trip-4	98.1894736842105
WBGene00000208	JU367	9490	II	15039404	15048904	trip-4	99.8947368421053
WBGene00000208	JU3795	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU393	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU394	9428	II	15039404	15048904	trip-4	99.2421052631579
WBGene00000208	JU397	9480	II	15039404	15048904	trip-4	99.7894736842105
WBGene00000208	JU4047	9411	II	15039404	15048904	trip-4	99.0631578947368
WBGene00000208	JU406	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU4073	9492	II	15039404	15048904	trip-4	99.9157894736842
WBGene00000208	JU4082	9487	II	15039404	15048904	trip-4	99.8631578947368
WBGene00000208	JU4098	9435	II	15039404	15048904	trip-4	99.3157894736842
WBGene00000208	JU4161	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU440	9465	II	15039404	15048904	trip-4	99.6315789473684
WBGene00000208	JU561	9378	II	15039404	15048904	trip-4	98.7157894736842
WBGene00000208	JU642	9198	II	15039404	15048904	trip-4	96.821052631579
WBGene00000208	JU751	9501	II	15039404	15048904	trip-4	100.010526315789
WBGene00000208	JU774	9055	II	15039404	15048904	trip-4	95.3157894736842
WBGene00000208	JU775	9173	II	15039404	15048904	trip-4	96.5578947368421
