CHROM	marker	POS	strain	value	allele	mapping	transcript	GeneName	top_marker	top_marker_allele	fine_4464670
I	I:4696683	4696683	DL226	1.51179026565754	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	DL238	1.27864904300655	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	ECA189	2.26957669093995	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA348	1.04409110651637	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA349	1.6372363983149	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA363	0.448326774154904	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	ECA372	1.3853258764083	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA592	1.57159854449314	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA594	1.68322746532213	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA703	1.71973024562617	REF	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	ECA705	1.96066333035967	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA710	2.25404527701315	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA738	1.35554688097599	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA743	1.66606078160214	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA745	1.76557463017476	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	ECA777	2.11196647375229	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA812	2.20842214756087	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ECA923	1.74718444911141	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3005	1.59932715905775	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3012	1.57316762913316	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3017	1.03857887421713	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3040	1.24263659678371	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3048	1.01304744072961	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3049	1.15134749008218	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3052	1.6511342492584	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3073	1.80227825313644	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	ED3077	1.2097361962143	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	EG4347	1.66711498904573	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	EG4724	1.53095575487811	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	EG4946	1.20518213502067	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	GXW1	1.80386562071084	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JT11398	2.44553206867476	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1088	1.11176136682693	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1172	1.35708637676956	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1200	1.51982901197885	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1212	1.22170990511362	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1213	2.22556090276568	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1242	1.47872789309977	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1246	1.73572276969662	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1395	1.47848689841585	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1409	1.82007605251993	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1440	1.86471046022914	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1491	1.95830313464465	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1530	1.60054115075498	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1543	1.29789244399306	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1568	1.63390098902458	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1581	1.53349054476745	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1586	1.95550009280791	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1652	1.25838703955092	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1666	1.03191169031311	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1792	1.94293592141711	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1793	1.80169998637952	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1808	2.14373733477997	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU1896	0.628115002796186	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	JU1934	1.71242759741198	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2001	1.28845542032896	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2007	0.947968958768608	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	JU2016	1.04888856795484	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2017	1.57174772051195	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2106	0.819774859022697	REF	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	JU2131	1.94095849676192	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2141	2.1254154817195	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2234	1.62824796488661	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2250	1.71255625826874	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2257	1.5961558549496	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2464	1.56811749373054	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2466	1.51038454647662	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2478	1.1245841560173	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2513	1.67066095742283	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2519	1.65654577837359	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2522	1.72230082748586	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2526	1.63288092862605	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2534	1.5716577819008	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2565	1.55318982618956	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2566	1.31798087759616	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2570	1.78638623205832	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2572	1.16051178165511	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2575	1.54033955123693	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2576	1.8844688530849	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2578	1.34050891417203	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2581	1.77277488259758	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2586	1.10269353074103	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2592	1.59261964354677	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2600	1.77192249127002	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2610	1.97482046870287	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2619	1.28857754176286	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2811	0.832581588031403	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2838	1.73170247576832	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2841	1.81339379635026	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2853	1.63332836754726	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2862	1.47068461547224	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2866	1.39971208926575	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2879	1.79853805737231	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2906	1.5164795444657	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU2907	1.28815968045307	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU310	1.70547733823458	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU311	1.69577522344729	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU3128	1.35774329571292	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU3132	1.47007851788737	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU3134	1.03643036043272	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU3140	1.13810100974456	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU3144	1.75076218124864	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU323	1.67749448903886	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU346	1.61879062581256	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU360	1.25889008270723	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU367	2.12698768191357	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU394	1.07649066057794	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU397	2.11703801272373	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU406	2.0492094913085	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU440	0.947940699236376	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU642	1.01138267435413	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	JU774	1.57768972436145	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU775	1.17123192368172	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU778	1.34441618308326	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU782	1.54780925039301	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU792	1.38700151512736	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU830	1.67957783229124	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	JU847	1.45169844187196	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	KR314	1.87244395999228	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	LKC34	1.41926971127641	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY1	1.73365489948	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY10	1.32593285257618	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY16	1.39620449633359	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY18	0.908933102860844	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	MY2147	1.62718301946002	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY2212	1.66884056650309	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY23	1.38328646138286	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY2573	1.5849276129517	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY2585	1.64159458010276	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY2713	1.8545841366181	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY518	1.42431065107489	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY772	1.52454824161603	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY795	1.72621914377256	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	MY920	1.31258035580359	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	N2	1.36031440997837	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC1	1.28137449105065	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC166	1.25808595754828	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC199	1.68406646894107	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC2	1.58926313585145	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC207	1.73405111038724	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC231	1.33927192649159	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC236	1.61610211191419	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC242	0.979651454243529	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC251	0.425805433715393	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	NIC252	1.52329829051592	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC255	1.36054334603341	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC256	1.826738769364	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC258	1.90352154342825	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC259	1.39371595285634	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC260	1.48148104661145	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC261	1.67091677463224	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC265	0.56467473633263	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	NIC266	1.51734818966335	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC267	1.4124241935911	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC268	1.75774022338006	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC271	1.50711427954209	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC274	2.49880373761374	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC275	1.74370521980975	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC276	1.06301992314535	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC277	0.719588570688851	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC3	1.66011737624651	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC501	1.62659589754094	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC511	1.29064589417008	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC513	2.78555590405651	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC514	1.27902599562035	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC515	1.18516811910672	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC523	1.25303088380186	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC526	0.676507446084766	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	NIC527	1.30138389920485	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	NIC528	1.06677029353009	REF	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	NIC529	1.83398709647918	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	PB306	1.33168554894107	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	PS2025	1.57337203201354	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	PX179	1.61341953184847	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QG2075	1.66973374251116	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QG556	1.56817539387628	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QW947	1.53983430998296	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QX1212	1.22733921619854	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QX1233	1.89336134709991	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QX1791	1.57875921914204	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4696683	4696683	QX1792	1.51887766033158	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QX1793	2.11391973175591	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	QX1794	1.40542415008336	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	RC301	1.48600263277178	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	WN2050	1.83542284565401	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	XZ1513	1.487831530133	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	XZ1515	2.24274922550879	REF	LOCO	C36A4.11.1	C36A4.11	4464670	REF	Yes
I	I:4696683	4696683	XZ1516	0.110253057172397	ALT	LOCO	C36A4.11.1	C36A4.11	4464670	ALT	Yes
I	I:4432027	4432027	AB1	0.1592497790285	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	BRC20067	-0.199171236099127	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	BRC20263	0.155627544906956	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CB4852	-0.113671028945367	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CB4855	-0.370005418655608	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CB4856	-0.497907564898927	REF	LOCO	C41D11.1b.1	eri-6	4464670	ALT	No
I	I:4432027	4432027	CB4857	-0.0538377642958949	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CB4858	0.0481678161157343	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11254	0.525845880677751	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11262	-0.300962139304646	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11264	0.275733838823109	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11271	-0.105373779356841	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11276	-0.337399854275224	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11285	0.332609830609651	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11292	0.00496290815791448	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11307	-0.290870828369486	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11314	-0.0493952454902611	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	CX11315	0.112667561750867	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	DL200	-0.118843484826358	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	DL226	-0.255337452626075	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	DL238	-0.518732901657982	REF	LOCO	C41D11.1b.1	eri-6	4464670	ALT	No
I	I:4432027	4432027	ECA189	-0.27200677801642	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	ECA348	0.0172004180308489	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	ECA349	0.219471570571599	REF	LOCO	C41D11.1b.1	eri-6	4464670	REF	No
I	I:4432027	4432027	ECA363	-0.327616438015822	ALT	LOCO	C41D11.1b.1	eri-6	4464670	ALT	No
